"Focal_strain","Bact_community","Phage_presence","Time_day","Pop","Density","Rep_pop","Study"
"PA14","PA+AB+BC+SA",1,3,"BC",10620000,"4","Alseth_etal"
"PA14","PA+AB+BC+SA",1,3,"BC",15220000,"5","Alseth_etal"
"PA14","PA+AB+BC+SA",1,3,"BC",15340000,"5","Alseth_etal"
"PA14","PA+AB+BC+SA",1,3,"BC",12240000,"5","Alseth_etal"
"PA14","PA+AB+BC+SA",1,3,"BC",20600000,"6","Alseth_etal"
"PA14","PA+AB+BC+SA",1,3,"BC",18680000,"6","Alseth_etal"
"PA14","PA+AB+BC+SA",1,3,"BC",21800000,"6","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",31800000,"1","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",31600000,"1","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",24800000,"1","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",35600000,"2","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",3.5e+07,"2","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",27400000,"2","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",32600000,"3","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",33600000,"3","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",33400000,"3","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",29200000,"4","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",29800000,"4","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",26800000,"4","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",31600000,"5","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",33800000,"5","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",31600000,"5","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",31800000,"6","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",31600000,"6","Alseth_etal"
"PA14","PA+SA",1,3,"PA14",32600000,"6","Alseth_etal"
"PA14","PA+SA",1,3,"SA",73200,"1","Alseth_etal"
"PA14","PA+SA",1,3,"SA",71600,"1","Alseth_etal"
"PA14","PA+SA",1,3,"SA",75400,"1","Alseth_etal"
"PA14","PA+SA",1,3,"SA",165000,"2","Alseth_etal"
"PA14","PA+SA",1,3,"SA",171400,"2","Alseth_etal"
"PA14","PA+SA",1,3,"SA",174800,"2","Alseth_etal"
"PA14","PA+SA",1,3,"SA",320000,"3","Alseth_etal"
"PA14","PA+SA",1,3,"SA",320000,"3","Alseth_etal"
"PA14","PA+SA",1,3,"SA",314000,"3","Alseth_etal"
"PA14","PA+SA",1,3,"SA",214000,"4","Alseth_etal"
"PA14","PA+SA",1,3,"SA",204000,"4","Alseth_etal"
"PA14","PA+SA",1,3,"SA",192600,"4","Alseth_etal"
"PA14","PA+SA",1,3,"SA",138200,"5","Alseth_etal"
"PA14","PA+SA",1,3,"SA",141000,"5","Alseth_etal"
"PA14","PA+SA",1,3,"SA",141600,"5","Alseth_etal"
"PA14","PA+SA",1,3,"SA",218000,"6","Alseth_etal"
"PA14","PA+SA",1,3,"SA",210000,"6","Alseth_etal"
"PA14","PA+SA",1,3,"SA",216000,"6","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",434000,"1","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",426000,"1","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",290000,"1","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",5180000,"2","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",5540000,"2","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",4560000,"2","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",1604000,"3","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",1610000,"3","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",1274000,"3","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",908000,"4","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",884000,"4","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",476000,"4","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",1138000,"5","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",1120000,"5","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",896000,"5","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",2400000,"6","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",2560000,"6","Alseth_etal"
"PA14","PA+AB",1,3,"PA14",1906000,"6","Alseth_etal"
"PA14","PA+AB",1,3,"AB",31200000,"1","Alseth_etal"
"PA14","PA+AB",1,3,"AB",32200000,"1","Alseth_etal"
"PA14","PA+AB",1,3,"AB",26800000,"1","Alseth_etal"
"PA14","PA+AB",1,3,"AB",29800000,"2","Alseth_etal"
"PA14","PA+AB",1,3,"AB",32400000,"2","Alseth_etal"
"PA14","PA+AB",1,3,"AB",3.2e+07,"2","Alseth_etal"
"PA14","PA+AB",1,3,"AB",33800000,"3","Alseth_etal"
"PA14","PA+AB",1,3,"AB",35400000,"3","Alseth_etal"
"PA14","PA+AB",1,3,"AB",35800000,"3","Alseth_etal"
"PA14","PA+AB",1,3,"AB",32200000,"4","Alseth_etal"
"PA14","PA+AB",1,3,"AB",26400000,"4","Alseth_etal"
"PA14","PA+AB",1,3,"AB",3e+07,"4","Alseth_etal"
"PA14","PA+AB",1,3,"AB",23600000,"5","Alseth_etal"
"PA14","PA+AB",1,3,"AB",30600000,"5","Alseth_etal"
"PA14","PA+AB",1,3,"AB",29800000,"5","Alseth_etal"
"PA14","PA+AB",1,3,"AB",33400000,"6","Alseth_etal"
"PA14","PA+AB",1,3,"AB",3.3e+07,"6","Alseth_etal"
"PA14","PA+AB",1,3,"AB",3.4e+07,"6","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",3320000,"1","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",3260000,"1","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",3400000,"1","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",7160000,"2","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",7380000,"2","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",8020000,"2","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",1954000,"3","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",1980000,"3","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",1870000,"3","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",1026000,"4","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",996000,"4","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",908000,"4","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",3020000,"5","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",3140000,"5","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",3160000,"5","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",7400000,"6","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",7140000,"6","Alseth_etal"
"PA14","PA+BC",1,3,"PA14",7280000,"6","Alseth_etal"
"PA14","PA+BC",1,3,"BC",4.7e+07,"1","Alseth_etal"
"PA14","PA+BC",1,3,"BC",4.7e+07,"1","Alseth_etal"
"PA14","PA+BC",1,3,"BC",49600000,"1","Alseth_etal"
"PA14","PA+BC",1,3,"BC",47200000,"2","Alseth_etal"
"PA14","PA+BC",1,3,"BC",50200000,"2","Alseth_etal"
"PA14","PA+BC",1,3,"BC",50600000,"2","Alseth_etal"
"PA14","PA+BC",1,3,"BC",54600000,"3","Alseth_etal"
"PA14","PA+BC",1,3,"BC",55600000,"3","Alseth_etal"
"PA14","PA+BC",1,3,"BC",5.5e+07,"3","Alseth_etal"
"PA14","PA+BC",1,3,"BC",70800000,"4","Alseth_etal"
"PA14","PA+BC",1,3,"BC",59400000,"4","Alseth_etal"
"PA14","PA+BC",1,3,"BC",5.3e+07,"4","Alseth_etal"
"PA14","PA+BC",1,3,"BC",49800000,"5","Alseth_etal"
"PA14","PA+BC",1,3,"BC",53400000,"5","Alseth_etal"
"PA14","PA+BC",1,3,"BC",55200000,"5","Alseth_etal"
"PA14","PA+BC",1,3,"BC",4.7e+07,"6","Alseth_etal"
"PA14","PA+BC",1,3,"BC",4.5e+07,"6","Alseth_etal"
"PA14","PA+BC",1,3,"BC",48400000,"6","Alseth_etal"
"PA14","PA",1,0,"DMS3vir",10000,"1","Alseth_etal"
"PA14","PA",1,1,"DMS3vir",2.2e+09,"1","Alseth_etal"
"PA14","PA",1,2,"DMS3vir",4e+10,"1","Alseth_etal"
"PA14","PA",1,3,"DMS3vir",1e+09,"1","Alseth_etal"
"PA14","PA",1,0,"DMS3vir",10000,"2","Alseth_etal"
"PA14","PA",1,1,"DMS3vir",1.4e+10,"2","Alseth_etal"
"PA14","PA",1,2,"DMS3vir",2.6e+10,"2","Alseth_etal"
"PA14","PA",1,3,"DMS3vir",4e+08,"2","Alseth_etal"
"PA14","PA",1,0,"DMS3vir",10000,"3","Alseth_etal"
"PA14","PA",1,1,"DMS3vir",4.8e+09,"3","Alseth_etal"
"PA14","PA",1,2,"DMS3vir",1.4e+10,"3","Alseth_etal"
"PA14","PA",1,3,"DMS3vir",6.2e+08,"3","Alseth_etal"
"PA14","PA",1,0,"DMS3vir",10000,"4","Alseth_etal"
"PA14","PA",1,1,"DMS3vir",4e+09,"4","Alseth_etal"
"PA14","PA",1,2,"DMS3vir",3.6e+10,"4","Alseth_etal"
"PA14","PA",1,3,"DMS3vir",4e+08,"4","Alseth_etal"
"PA14","PA",1,0,"DMS3vir",10000,"5","Alseth_etal"
"PA14","PA",1,1,"DMS3vir",6.4e+09,"5","Alseth_etal"
"PA14","PA",1,2,"DMS3vir",3.4e+10,"5","Alseth_etal"
"PA14","PA",1,3,"DMS3vir",5e+08,"5","Alseth_etal"
"PA14","PA",1,0,"DMS3vir",10000,"6","Alseth_etal"
"PA14","PA",1,1,"DMS3vir",2e+10,"6","Alseth_etal"
"PA14","PA",1,2,"DMS3vir",2.2e+10,"6","Alseth_etal"
"PA14","PA",1,3,"DMS3vir",1e+08,"6","Alseth_etal"
"PA14","PA+SA",1,0,"DMS3vir",10000,"1","Alseth_etal"
"PA14","PA+SA",1,1,"DMS3vir",2.2e+09,"1","Alseth_etal"
"PA14","PA+SA",1,2,"DMS3vir",3.6e+10,"1","Alseth_etal"
"PA14","PA+SA",1,3,"DMS3vir",4.6e+07,"1","Alseth_etal"
"PA14","PA+SA",1,0,"DMS3vir",10000,"2","Alseth_etal"
"PA14","PA+SA",1,1,"DMS3vir",2.8e+09,"2","Alseth_etal"
"PA14","PA+SA",1,2,"DMS3vir",3.6e+10,"2","Alseth_etal"
"PA14","PA+SA",1,3,"DMS3vir",6.4e+07,"2","Alseth_etal"
"PA14","PA+SA",1,0,"DMS3vir",10000,"3","Alseth_etal"
"PA14","PA+SA",1,1,"DMS3vir",1.6e+09,"3","Alseth_etal"
"PA14","PA+SA",1,2,"DMS3vir",1.2e+10,"3","Alseth_etal"
"PA14","PA+SA",1,3,"DMS3vir",5.6e+07,"3","Alseth_etal"
"PA14","PA+SA",1,0,"DMS3vir",10000,"4","Alseth_etal"
"PA14","PA+SA",1,1,"DMS3vir",2.8e+09,"4","Alseth_etal"
"PA14","PA+SA",1,2,"DMS3vir",1e+10,"4","Alseth_etal"
"PA14","PA+SA",1,3,"DMS3vir",6.6e+07,"4","Alseth_etal"
"PA14","PA+SA",1,0,"DMS3vir",10000,"5","Alseth_etal"
"PA14","PA+SA",1,1,"DMS3vir",2.6e+09,"5","Alseth_etal"
"PA14","PA+SA",1,2,"DMS3vir",2e+10,"5","Alseth_etal"
"PA14","PA+SA",1,3,"DMS3vir",5.6e+07,"5","Alseth_etal"
"PA14","PA+SA",1,0,"DMS3vir",10000,"6","Alseth_etal"
"PA14","PA+SA",1,1,"DMS3vir",1.8e+09,"6","Alseth_etal"
"PA14","PA+SA",1,2,"DMS3vir",1.4e+10,"6","Alseth_etal"
"PA14","PA+SA",1,3,"DMS3vir",6.2e+07,"6","Alseth_etal"
"PA14","PA+AB",1,0,"DMS3vir",10000,"1","Alseth_etal"
"PA14","PA+AB",1,1,"DMS3vir",5e+09,"1","Alseth_etal"
"PA14","PA+AB",1,2,"DMS3vir",6.8e+09,"1","Alseth_etal"
"PA14","PA+AB",1,3,"DMS3vir",2.6e+08,"1","Alseth_etal"
"PA14","PA+AB",1,0,"DMS3vir",10000,"2","Alseth_etal"
"PA14","PA+AB",1,1,"DMS3vir",6.8e+09,"2","Alseth_etal"
"PA14","PA+AB",1,2,"DMS3vir",3e+09,"2","Alseth_etal"
"PA14","PA+AB",1,3,"DMS3vir",1.6e+08,"2","Alseth_etal"
"PA14","PA+AB",1,0,"DMS3vir",10000,"3","Alseth_etal"
"PA14","PA+AB",1,1,"DMS3vir",4.6e+09,"3","Alseth_etal"
"PA14","PA+AB",1,2,"DMS3vir",2e+09,"3","Alseth_etal"
"PA14","PA+AB",1,3,"DMS3vir",3.2e+08,"3","Alseth_etal"
"PA14","PA+AB",1,0,"DMS3vir",10000,"4","Alseth_etal"
"PA14","PA+AB",1,1,"DMS3vir",4.8e+09,"4","Alseth_etal"
"PA14","PA+AB",1,2,"DMS3vir",3.2e+09,"4","Alseth_etal"
"PA14","PA+AB",1,3,"DMS3vir",1.2e+08,"4","Alseth_etal"
"PA14","PA+AB",1,0,"DMS3vir",10000,"5","Alseth_etal"
"PA14","PA+AB",1,1,"DMS3vir",4.2e+09,"5","Alseth_etal"
"PA14","PA+AB",1,2,"DMS3vir",3.6e+09,"5","Alseth_etal"
"PA14","PA+AB",1,3,"DMS3vir",3.6e+08,"5","Alseth_etal"
"PA14","PA+AB",1,0,"DMS3vir",10000,"6","Alseth_etal"
"PA14","PA+AB",1,1,"DMS3vir",8.2e+09,"6","Alseth_etal"
"PA14","PA+AB",1,2,"DMS3vir",3.2e+09,"6","Alseth_etal"
"PA14","PA+AB",1,3,"DMS3vir",3.2e+08,"6","Alseth_etal"
"PA14","PA+BC",1,0,"DMS3vir",10000,"1","Alseth_etal"
"PA14","PA+BC",1,1,"DMS3vir",2.8e+10,"1","Alseth_etal"
"PA14","PA+BC",1,2,"DMS3vir",4.2e+08,"1","Alseth_etal"
"PA14","PA+BC",1,3,"DMS3vir",9e+07,"1","Alseth_etal"
"PA14","PA+BC",1,0,"DMS3vir",10000,"2","Alseth_etal"
"PA14","PA+BC",1,1,"DMS3vir",3.6e+10,"2","Alseth_etal"
"PA14","PA+BC",1,2,"DMS3vir",1.06e+09,"2","Alseth_etal"
"PA14","PA+BC",1,3,"DMS3vir",2.6e+08,"2","Alseth_etal"
"PA14","PA+BC",1,0,"DMS3vir",10000,"3","Alseth_etal"
"PA14","PA+BC",1,1,"DMS3vir",4.6e+10,"3","Alseth_etal"
"PA14","PA+BC",1,2,"DMS3vir",9.8e+08,"3","Alseth_etal"
"PA14","PA+BC",1,3,"DMS3vir",1.4e+08,"3","Alseth_etal"
"PA14","PA+BC",1,0,"DMS3vir",10000,"4","Alseth_etal"
"PA14","PA+BC",1,1,"DMS3vir",1e+10,"4","Alseth_etal"
"PA14","PA+BC",1,2,"DMS3vir",1.4e+09,"4","Alseth_etal"
"PA14","PA+BC",1,3,"DMS3vir",1.4e+08,"4","Alseth_etal"
"PA14","PA+BC",1,0,"DMS3vir",10000,"5","Alseth_etal"
"PA14","PA+BC",1,1,"DMS3vir",1.4e+10,"5","Alseth_etal"
"PA14","PA+BC",1,2,"DMS3vir",1e+09,"5","Alseth_etal"
"PA14","PA+BC",1,3,"DMS3vir",1.2e+08,"5","Alseth_etal"
"PA14","PA+BC",1,0,"DMS3vir",10000,"6","Alseth_etal"
"PA14","PA+BC",1,1,"DMS3vir",5.8e+09,"6","Alseth_etal"
"PA14","PA+BC",1,2,"DMS3vir",2e+09,"6","Alseth_etal"
"PA14","PA+BC",1,3,"DMS3vir",1.6e+08,"6","Alseth_etal"
"PA14","PA+AB+BC+SA",1,0,"DMS3vir",10000,"1","Alseth_etal"
"PA14","PA+AB+BC+SA",1,1,"DMS3vir",2.6e+09,"1","Alseth_etal"
"PA14","PA+AB+BC+SA",1,2,"DMS3vir",8e+09,"1","Alseth_etal"
"PA14","PA+AB+BC+SA",1,3,"DMS3vir",2e+08,"1","Alseth_etal"
"PA14","PA+AB+BC+SA",1,0,"DMS3vir",10000,"2","Alseth_etal"
"PA14","PA+AB+BC+SA",1,1,"DMS3vir",2.4e+09,"2","Alseth_etal"
"PA14","PA+AB+BC+SA",1,2,"DMS3vir",2.8e+09,"2","Alseth_etal"
"PA14","PA+AB+BC+SA",1,3,"DMS3vir",1.2e+08,"2","Alseth_etal"
"PA14","PA+AB+BC+SA",1,0,"DMS3vir",10000,"3","Alseth_etal"
"PA14","PA+AB+BC+SA",1,1,"DMS3vir",3.2e+09,"3","Alseth_etal"
"PA14","PA+AB+BC+SA",1,2,"DMS3vir",1.8e+09,"3","Alseth_etal"
"PA14","PA+AB+BC+SA",1,3,"DMS3vir",2.4e+08,"3","Alseth_etal"
"PA14","PA+AB+BC+SA",1,0,"DMS3vir",10000,"4","Alseth_etal"
"PA14","PA+AB+BC+SA",1,1,"DMS3vir",2.8e+09,"4","Alseth_etal"
"PA14","PA+AB+BC+SA",1,2,"DMS3vir",8.6e+09,"4","Alseth_etal"
"PA14","PA+AB+BC+SA",1,3,"DMS3vir",5.8e+07,"4","Alseth_etal"
"PA14","PA+AB+BC+SA",1,0,"DMS3vir",10000,"5","Alseth_etal"
"PA14","PA+AB+BC+SA",1,1,"DMS3vir",3.2e+09,"5","Alseth_etal"
"PA14","PA+AB+BC+SA",1,2,"DMS3vir",6.8e+09,"5","Alseth_etal"
"PA14","PA+AB+BC+SA",1,3,"DMS3vir",8e+07,"5","Alseth_etal"
"PA14","PA+AB+BC+SA",1,0,"DMS3vir",10000,"6","Alseth_etal"
"PA14","PA+AB+BC+SA",1,1,"DMS3vir",2.8e+09,"6","Alseth_etal"
"PA14","PA+AB+BC+SA",1,2,"DMS3vir",2.8e+09,"6","Alseth_etal"
"PA14","PA+AB+BC+SA",1,3,"DMS3vir",1e+08,"6","Alseth_etal"
"PA14","PA+surfacemutant",1,0,"DMS3vir",10000,"1","Alseth_etal"
"PA14","PA+surfacemutant",1,1,"DMS3vir",1.2e+08,"1","Alseth_etal"
"PA14","PA+surfacemutant",1,2,"DMS3vir",4.2e+09,"1","Alseth_etal"
"PA14","PA+surfacemutant",1,3,"DMS3vir",1e+09,"1","Alseth_etal"
"PA14","PA+surfacemutant",1,0,"DMS3vir",10000,"2","Alseth_etal"
"PA14","PA+surfacemutant",1,1,"DMS3vir",1e+08,"2","Alseth_etal"
"PA14","PA+surfacemutant",1,2,"DMS3vir",5.8e+09,"2","Alseth_etal"
"PA14","PA+surfacemutant",1,3,"DMS3vir",5.2e+08,"2","Alseth_etal"
"PA14","PA+surfacemutant",1,0,"DMS3vir",10000,"3","Alseth_etal"
"PA14","PA+surfacemutant",1,1,"DMS3vir",4.4e+07,"3","Alseth_etal"
"PA14","PA+surfacemutant",1,2,"DMS3vir",3.4e+09,"3","Alseth_etal"
"PA14","PA+surfacemutant",1,3,"DMS3vir",5.6e+08,"3","Alseth_etal"
"PA14","PA+surfacemutant",1,0,"DMS3vir",10000,"4","Alseth_etal"
"PA14","PA+surfacemutant",1,1,"DMS3vir",6.8e+07,"4","Alseth_etal"
"PA14","PA+surfacemutant",1,2,"DMS3vir",5e+09,"4","Alseth_etal"
"PA14","PA+surfacemutant",1,3,"DMS3vir",4.2e+08,"4","Alseth_etal"
"PA14","PA+surfacemutant",1,0,"DMS3vir",10000,"5","Alseth_etal"
"PA14","PA+surfacemutant",1,1,"DMS3vir",5.6e+07,"5","Alseth_etal"
"PA14","PA+surfacemutant",1,2,"DMS3vir",7.8e+09,"5","Alseth_etal"
"PA14","PA+surfacemutant",1,3,"DMS3vir",5.8e+08,"5","Alseth_etal"
"PA14","PA+surfacemutant",1,0,"DMS3vir",10000,"6","Alseth_etal"
"PA14","PA+surfacemutant",1,1,"DMS3vir",1e+08,"6","Alseth_etal"
"PA14","PA+surfacemutant",1,2,"DMS3vir",1.4e+10,"6","Alseth_etal"
"PA14","PA+surfacemutant",1,3,"DMS3vir",1.8e+08,"6","Alseth_etal"
"Klebsiella","K",0,0,"Klebsiella",9333333.333,"1","Johnke_etal"
"Klebsiella","K",0,0,"Klebsiella",8166666.667,"2","Johnke_etal"
"Klebsiella","P",0,0,"Pseudomonas",2350000,"3","Johnke_etal"
"Klebsiella","P",0,0,"Pseudomonas",1737500,"4","Johnke_etal"
"Klebsiella","S",0,0,"Staphylococcus",3e+07,"5","Johnke_etal"
"Klebsiella","S",0,0,"Staphylococcus",27500000,"6","Johnke_etal"
"Klebsiella","K",0,1,"Klebsiella",261666666.7,"7","Johnke_etal"
"Klebsiella","K",0,1,"Klebsiella",349166666.7,"8","Johnke_etal"
"Klebsiella","P",0,1,"Pseudomonas",123333333.3,"9","Johnke_etal"
"Klebsiella","P",0,1,"Pseudomonas",113333333.3,"10","Johnke_etal"
"Klebsiella","S",0,1,"Staphylococcus",2550000,"11","Johnke_etal"
"Klebsiella","S",0,1,"Staphylococcus",5833333.333,"12","Johnke_etal"
"Klebsiella","K",0,2,"Klebsiella",8.8e+08,"13","Johnke_etal"
"Klebsiella","K",0,2,"Klebsiella",7.5e+08,"14","Johnke_etal"
"Klebsiella","P",0,2,"Pseudomonas",116666666.7,"15","Johnke_etal"
"Klebsiella","P",0,2,"Pseudomonas",1.8e+08,"16","Johnke_etal"
"Klebsiella","S",0,2,"Staphylococcus",1737500,"17","Johnke_etal"
"Klebsiella","S",0,2,"Staphylococcus",3012500,"18","Johnke_etal"
"Klebsiella","K",0,3,"Klebsiella",5.71e+08,"19","Johnke_etal"
"Klebsiella","K",0,3,"Klebsiella",525833333.3,"20","Johnke_etal"
"Klebsiella","P",0,3,"Pseudomonas",86666666.67,"21","Johnke_etal"
"Klebsiella","P",0,3,"Pseudomonas",1.3e+08,"22","Johnke_etal"
"Klebsiella","S",0,3,"Staphylococcus",1037500,"23","Johnke_etal"
"Klebsiella","S",0,3,"Staphylococcus",775000,"24","Johnke_etal"
"Klebsiella","K+P+S",0,0,"Klebsiella",4529450,"25","Johnke_etal"
"Klebsiella","K+P+S",0,0,"Klebsiella",5186466.667,"26","Johnke_etal"
"Klebsiella","K+P+S",0,0,"Pseudomonas",3500000,"27","Johnke_etal"
"Klebsiella","K+P+S",0,0,"Pseudomonas",2166666.667,"28","Johnke_etal"
"Klebsiella","K+P+S",0,0,"Staphylococcus",46666666.67,"29","Johnke_etal"
"Klebsiella","K+P+S",0,0,"Staphylococcus",7e+07,"30","Johnke_etal"
"Klebsiella","K+P+S",0,1,"Klebsiella",2500269.667,"31","Johnke_etal"
"Klebsiella","K+P+S",0,1,"Klebsiella",833451.25,"32","Johnke_etal"
"Klebsiella","K+P+S",0,1,"Pseudomonas",22083333.33,"33","Johnke_etal"
"Klebsiella","K+P+S",0,1,"Pseudomonas",3.6e+07,"34","Johnke_etal"
"Klebsiella","K+P+S",0,1,"Staphylococcus",24833333.33,"35","Johnke_etal"
"Klebsiella","K+P+S",0,1,"Staphylococcus",26833333.33,"36","Johnke_etal"
"Klebsiella","K+P+S",0,2,"Klebsiella",3333609.167,"37","Johnke_etal"
"Klebsiella","K+P+S",0,2,"Klebsiella",6666986.667,"38","Johnke_etal"
"Klebsiella","K+P+S",0,2,"Pseudomonas",86666666.67,"39","Johnke_etal"
"Klebsiella","K+P+S",0,2,"Pseudomonas",81666666.67,"40","Johnke_etal"
"Klebsiella","K+P+S",0,2,"Staphylococcus",2625000,"41","Johnke_etal"
"Klebsiella","K+P+S",0,2,"Staphylococcus",13625000,"42","Johnke_etal"
"Klebsiella","K+P+S",0,3,"Klebsiella",5000475,"43","Johnke_etal"
"Klebsiella","K+P+S",0,3,"Klebsiella",4000122,"44","Johnke_etal"
"Klebsiella","K+P+S",0,3,"Pseudomonas",138750000,"45","Johnke_etal"
"Klebsiella","K+P+S",0,3,"Pseudomonas",122500000,"46","Johnke_etal"
"Klebsiella","K+P+S",0,3,"Staphylococcus",5400000,"47","Johnke_etal"
"Klebsiella","K+P+S",0,3,"Staphylococcus",8785714.286,"48","Johnke_etal"
"Klebsiella","K",1,0,"Klebsiella",11500000,"49","Johnke_etal"
"Klebsiella","K",1,0,"Klebsiella",3525000,"50","Johnke_etal"
"Klebsiella","K",1,0,"Klebsiella",3e+06,"51","Johnke_etal"
"Klebsiella","P",1,0,"Kleb_phage",803000,"52","Johnke_etal"
"Klebsiella","P",1,0,"Kleb_phage",560000,"53","Johnke_etal"
"Klebsiella","P",1,0,"Kleb_phage",43300,"54","Johnke_etal"
"Klebsiella","K",1,1,"Klebsiella",1.4e+07,"55","Johnke_etal"
"Klebsiella","K",1,1,"Klebsiella",9e+06,"56","Johnke_etal"
"Klebsiella","K",1,1,"Klebsiella",82500000,"57","Johnke_etal"
"Klebsiella","P",1,1,"Kleb_phage",760000,"58","Johnke_etal"
"Klebsiella","P",1,1,"Kleb_phage",1170000,"59","Johnke_etal"
"Klebsiella","P",1,1,"Kleb_phage",38700,"60","Johnke_etal"
"Klebsiella","P",1,2,"Kleb_phage",403000,"61","Johnke_etal"
"Klebsiella","P",1,2,"Kleb_phage",360000,"62","Johnke_etal"
"Klebsiella","P",1,2,"Kleb_phage",128000,"63","Johnke_etal"
"Klebsiella","P",1,3,"Kleb_phage",253000,"64","Johnke_etal"
"Klebsiella","P",1,3,"Kleb_phage",187000,"65","Johnke_etal"
"Klebsiella","P",1,3,"Kleb_phage",757000,"66","Johnke_etal"
"Klebsiella","K",1,2,"Klebsiella",4.1e+07,"67","Johnke_etal"
"Klebsiella","K",1,2,"Klebsiella",22833333.33,"68","Johnke_etal"
"Klebsiella","K",1,2,"Klebsiella",141250000,"69","Johnke_etal"
"Klebsiella","K",1,3,"Klebsiella",33750000,"70","Johnke_etal"
"Klebsiella","K",1,3,"Klebsiella",19333333.33,"71","Johnke_etal"
"Klebsiella","K",1,3,"Klebsiella",168750000,"72","Johnke_etal"
"Klebsiella","K+P+S",1,0,"Klebsiella",2466666.667,"73","Johnke_etal"
"Klebsiella","K+P+S",1,0,"Klebsiella",2066666.667,"74","Johnke_etal"
"Klebsiella","K+P+S",1,0,"Klebsiella",833333.3333,"75","Johnke_etal"
"Klebsiella","K+P+S",1,0,"Pseudomonas",1600000,"76","Johnke_etal"
"Klebsiella","K+P+S",1,0,"Pseudomonas",933333.3333,"77","Johnke_etal"
"Klebsiella","K+P+S",1,0,"Pseudomonas",733333.3333,"78","Johnke_etal"
"Klebsiella","K+P+S",1,0,"Staphylococcus",1.3e+07,"79","Johnke_etal"
"Klebsiella","K+P+S",1,0,"Staphylococcus",6333333.333,"80","Johnke_etal"
"Klebsiella","K+P+S",1,0,"Staphylococcus",6666666.667,"81","Johnke_etal"
"Klebsiella","K+P+S",1,1,"Klebsiella",2e+05,"82","Johnke_etal"
"Klebsiella","K+P+S",1,1,"Klebsiella",10000,"83","Johnke_etal"
"Klebsiella","K+P+S",1,1,"Klebsiella",150000,"84","Johnke_etal"
"Klebsiella","K+P+S",1,1,"Pseudomonas",7200000,"85","Johnke_etal"
"Klebsiella","K+P+S",1,1,"Pseudomonas",5666666.667,"86","Johnke_etal"
"Klebsiella","K+P+S",1,1,"Pseudomonas",1.6e+07,"87","Johnke_etal"
"Klebsiella","K+P+S",1,1,"Staphylococcus",7e+06,"88","Johnke_etal"
"Klebsiella","K+P+S",1,1,"Staphylococcus",7666666.667,"89","Johnke_etal"
"Klebsiella","K+P+S",1,1,"Staphylococcus",6333333.333,"90","Johnke_etal"
"Klebsiella","K+P+S",1,2,"Klebsiella",0,"91","Johnke_etal"
